shell_freq,resolution_A,fsc,n_voxels
0.005555555555555556,720.0,0.9980636056281269,6
0.016666666666666666,240.0,0.9968861537600195,26
0.02777777777777778,144.0,0.989871448585992,90
0.03888888888888889,102.85714285714286,0.9613909768067774,134
0.05,80.0,0.9893645128458217,258
0.061111111111111116,65.45454545454545,0.988962681202281,410
0.07222222222222222,55.38461538461539,0.9855624867281062,578
0.08333333333333333,48.0,0.9664514247557672,702
0.09444444444444444,42.35294117647059,0.9612818263352803,914
0.10555555555555556,37.89473684210526,0.9682067934510233,1266
0.11666666666666667,34.285714285714285,0.9021830823419059,1358
0.1277777777777778,31.304347826086953,0.7981982827406346,1754
0.1388888888888889,28.799999999999997,0.6572256636979465,1962
0.15000000000000002,26.666666666666664,0.6682215780493267,2378
0.16111111111111112,24.82758620689655,0.7670553235420761,2934
0.17222222222222225,23.2258064516129,0.5067081986072202,3002
0.18333333333333335,21.818181818181817,0.1556804895035561,3474
0.19444444444444445,20.57142857142857,0.07174221437703235,4094
0.20555555555555557,19.459459459459456,0.07457420172632277,4370
0.21666666666666667,18.46153846153846,-0.009097113919653912,4794
0.2277777777777778,17.560975609756095,0.0025738874902544394,5594
0.2388888888888889,16.744186046511626,0.02178239767751009,6198
0.25,16.0,0.0075177977210857646,6218
0.2611111111111111,15.319148936170212,0.004031082669720476,7298
0.2722222222222222,14.69387755102041,0.022114268081456435,7878
0.2833333333333333,14.117647058823529,0.0018416033065144113,8546
0.29444444444444445,13.584905660377357,0.019578121281011898,8922
0.3055555555555555,13.090909090909092,-0.00628479111729812,9890
0.31666666666666665,12.631578947368421,-0.008656179953934614,10710
0.3277777777777778,12.203389830508474,0.004418010893169631,11162
0.3388888888888889,11.803278688524589,-0.00017830599435468986,12122
0.35,11.428571428571429,0.013410243767151943,12966
0.3611111111111111,11.076923076923077,-0.0021145511467718855,13682
0.37222222222222223,10.746268656716417,2.8241976329721902e-05,14658
0.3833333333333333,10.434782608695652,-0.020024476535314435,15290
0.39444444444444443,10.140845070422536,-0.0064134842015253855,16142
0.40555555555555556,9.863013698630137,0.0001375328744974662,17442
0.4166666666666667,9.6,0.0138341674622268,18554
0.42777777777777776,9.350649350649352,0.01213358608074783,19158
0.4388888888888889,9.113924050632912,-0.005743577741552964,20162
0.45,8.88888888888889,-0.007581551310745913,21666
0.4611111111111111,8.674698795180724,0.005813591651357689,21890
0.4722222222222222,8.470588235294118,-0.002074724237221226,24206
0.48333333333333334,8.275862068965518,-0.007485700978511109,24426
0.49444444444444446,8.089887640449438,-0.004926651651876568,25946
