round,subtomogram_id,file_name,runtime_s,ugw_dist
5,0,0.mrc,0.43441231999895535,0.0
5,1,1.mrc,0.44195042600040324,0.0
5,2,2.mrc,0.43425916399792186,0.0
5,3,3.mrc,0.42684926299989456,0.0
5,4,4.mrc,0.4389104329966358,0.0
5,5,5.mrc,0.4247734760028834,0.0
5,6,6.mrc,0.4343439270014642,0.0
5,7,7.mrc,0.4442130269999325,0.0
5,8,8.mrc,0.4363040659991384,0.0
5,9,9.mrc,0.4493870850019448,0.0
5,10,10.mrc,0.4582086199989135,0.0
5,11,11.mrc,0.4464711389991862,0.0
5,12,12.mrc,0.4085074549984711,0.0
5,13,13.mrc,0.40838661000088905,0.0
5,14,14.mrc,0.4330164959974354,0.0
5,15,15.mrc,0.4106487660028506,0.0
5,16,16.mrc,0.41448313200089615,0.0
5,17,17.mrc,0.4147087849996751,0.0
5,18,18.mrc,0.4065871099992364,0.0
5,19,19.mrc,0.4475584430001618,0.0
5,20,20.mrc,0.45691226000053575,0.0
5,21,21.mrc,0.4458686129983107,0.0
5,22,22.mrc,0.4349743269995088,0.0
5,23,23.mrc,0.44271142599973246,0.0
5,24,24.mrc,0.44200783300038893,0.0
5,25,25.mrc,0.45291024900143384,0.0
5,26,26.mrc,0.43982986599803553,0.0
5,27,27.mrc,0.42483263799658744,0.0
5,28,28.mrc,0.44439204599984805,0.0
5,29,29.mrc,0.4518076049971569,0.0
5,30,30.mrc,0.4294017489992257,0.0
5,31,31.mrc,0.398602896999364,0.0
5,32,32.mrc,0.40609487899928354,0.0
5,33,33.mrc,0.42160175000026356,0.0
5,34,34.mrc,0.4043679379974492,0.0
5,35,35.mrc,0.41150983000261476,0.0
5,36,36.mrc,0.4195059889971162,0.0
5,37,37.mrc,0.44054817399955937,0.0
5,38,38.mrc,0.4233751059982751,0.0
5,39,39.mrc,0.4393258500022057,0.0
