round,subtomogram_id,file_name,runtime_s,ugw_dist
3,0,0.mrc,0.4029742249986157,0.0
3,1,1.mrc,0.40036353600225993,0.0
3,2,2.mrc,0.40000804599912954,0.0
3,3,3.mrc,0.40273026800059597,0.0
3,4,4.mrc,0.41367649500170955,0.0
3,5,5.mrc,0.40801318699959666,0.0
3,6,6.mrc,0.4016386170005717,0.0
3,7,7.mrc,0.40236340000046766,0.0
3,8,8.mrc,0.44572573799814563,0.0
3,9,9.mrc,0.4383311129968206,0.0
3,10,10.mrc,0.44185957700028666,0.0
3,11,11.mrc,0.4598222029999306,0.0
3,12,12.mrc,0.4464829139978974,0.0
3,13,13.mrc,0.4460419749993889,0.0
3,14,14.mrc,0.44315952499891864,0.0
3,15,15.mrc,0.42618440099977306,0.0
3,16,16.mrc,0.4598214459983865,0.0
3,17,17.mrc,0.47771342099804315,0.0
3,18,18.mrc,0.4620388009971066,0.0
3,19,19.mrc,0.43451265200201306,0.0
3,20,20.mrc,0.4238752579985885,0.0
3,21,21.mrc,0.41661034999924595,0.0
3,22,22.mrc,0.4124868479993893,0.0
3,23,23.mrc,0.42376273500121897,0.0
3,24,24.mrc,0.42554742799984524,0.0
3,25,25.mrc,0.43157355899893446,0.0
3,26,26.mrc,0.4267267229988647,0.0
3,27,27.mrc,0.431132775000151,0.0
3,28,28.mrc,0.4381966359978833,0.0
3,29,29.mrc,0.4468154520000098,0.0
3,30,30.mrc,0.43653930299842614,0.0
3,31,31.mrc,0.4386331289970258,0.0
3,32,32.mrc,0.44118934700236423,0.0
3,33,33.mrc,0.4402379090024624,0.0
3,34,34.mrc,0.4633464910002658,0.0
3,35,35.mrc,0.4509588849978172,0.0
3,36,36.mrc,0.4524218469996413,0.0
3,37,37.mrc,0.43177885499972035,0.0
3,38,38.mrc,0.4074765059995116,0.0
3,39,39.mrc,0.40880780699808383,0.0
