round,subtomogram_id,file_name,runtime_s,ugw_dist
2,0,0.mrc,0.45780772199941566,0.0
2,1,1.mrc,0.4351556719993823,0.0
2,2,2.mrc,0.4464017790014623,0.0
2,3,3.mrc,0.44765134599947487,0.0
2,4,4.mrc,0.41917505400124355,0.0
2,5,5.mrc,0.40641064899682533,0.0
2,6,6.mrc,0.39775326200106065,0.0
2,7,7.mrc,0.40681084300013026,0.0
2,8,8.mrc,0.40188250900246203,0.0
2,9,9.mrc,0.4035663349968672,0.0
2,10,10.mrc,0.4209282039992104,0.0
2,11,11.mrc,0.44546069400166743,0.0
2,12,12.mrc,0.4394652440023492,0.0
2,13,13.mrc,0.4345763499986788,0.0
2,14,14.mrc,0.42232932499973685,0.0
2,15,15.mrc,0.43407649300206685,0.0
2,16,16.mrc,0.42899610599852167,0.0
2,17,17.mrc,0.4385573609979474,0.0
2,18,18.mrc,0.4369406679979875,0.0
2,19,19.mrc,0.42241551199913374,0.0
2,20,20.mrc,0.4041253030009102,0.0
2,21,21.mrc,0.3999117710009159,0.0
2,22,22.mrc,0.4016910399986955,0.0
2,23,23.mrc,0.3938157289994706,0.0
2,24,24.mrc,0.38800801300021703,0.0
2,25,25.mrc,0.4037177760001214,0.0
2,26,26.mrc,0.397325109999656,0.0
2,27,27.mrc,0.42651535400000284,0.0
2,28,28.mrc,0.391297594000207,0.0
2,29,29.mrc,0.40691184800016345,0.0
2,30,30.mrc,0.4634541380000883,0.0
2,31,31.mrc,0.4392385440005455,0.0
2,32,32.mrc,0.45060130799902254,0.0
2,33,33.mrc,0.44037265500082867,0.0
2,34,34.mrc,0.437903992999054,0.0
2,35,35.mrc,0.43684968299930915,0.0
2,36,36.mrc,0.4369157159999304,0.0
2,37,37.mrc,0.4269266459996288,0.0
2,38,38.mrc,0.42577882100158604,0.0
2,39,39.mrc,0.41404003299976466,0.0
