round,subtomogram_id,file_name,runtime_s,ugw_dist
1,0,0.mrc,0.4876853879977716,0.0
1,1,1.mrc,0.45077719899927615,0.0
1,2,2.mrc,0.4370507669991639,0.0
1,3,3.mrc,0.43893840500095394,0.0
1,4,4.mrc,0.4349105059991416,0.0
1,5,5.mrc,0.42758101200161036,0.0
1,6,6.mrc,0.4525115360011114,0.0
1,7,7.mrc,0.41986659100075485,0.0
1,8,8.mrc,0.4205022319983982,0.0
1,9,9.mrc,0.4204472769997665,0.0
1,10,10.mrc,0.4001451170006476,0.0
1,11,11.mrc,0.4032323519968486,0.0
1,12,12.mrc,0.4229116509995947,0.0
1,13,13.mrc,0.41114229199956753,0.0
1,14,14.mrc,0.4134509710020211,0.0
1,15,15.mrc,0.43527123300009407,0.0
1,16,16.mrc,0.4346594759990694,0.0
1,17,17.mrc,0.4394068690016866,0.0
1,18,18.mrc,0.4267968349995499,0.0
1,19,19.mrc,0.4397138599997561,0.0
1,20,20.mrc,0.45966865200171014,0.0
1,21,21.mrc,0.45873221100191586,0.0
1,22,22.mrc,0.44175593399995705,0.0
1,23,23.mrc,0.44427941699905205,0.0
1,24,24.mrc,0.4690160099999048,0.0
1,25,25.mrc,0.46695747600097093,0.0
1,26,26.mrc,0.4449799340000027,0.0
1,27,27.mrc,0.4068314609976369,0.0
1,28,28.mrc,0.4122573269996792,0.0
1,29,29.mrc,0.3979675920018053,0.0
1,30,30.mrc,0.4160328739999386,0.0
1,31,31.mrc,0.41633902799731004,0.0
1,32,32.mrc,0.42580226000063703,0.0
1,33,33.mrc,0.45316087100218283,0.0
1,34,34.mrc,0.43089538300046115,0.0
1,35,35.mrc,0.42845800500072073,0.0
1,36,36.mrc,0.4485794089996489,0.0
1,37,37.mrc,0.4361743720000959,0.0
1,38,38.mrc,0.4436846249991504,0.0
1,39,39.mrc,0.44542356799865956,0.0
