round,subtomogram_id,file_name,runtime_s,ugw_dist
3,0,0.mrc,14.297546112000418,27018.51540807262
3,1,1.mrc,15.173721181003202,24714.14808380045
3,2,2.mrc,15.127521688998968,24162.08717043558
3,3,3.mrc,15.06059336999897,24712.05177022796
3,4,4.mrc,15.334641295998154,24352.526360750664
3,5,5.mrc,15.154885603002185,26778.025026278105
3,6,6.mrc,15.30198216899953,24298.663796178997
3,7,7.mrc,14.262072039997292,23825.844113788567
3,8,8.mrc,13.232776527001988,24834.025393482763
3,9,9.mrc,12.770835742001509,25849.385884685442
3,10,10.mrc,13.658881647999806,26193.929221671075
3,11,11.mrc,13.35543613399932,25413.68187000882
3,12,12.mrc,15.706581716000073,23151.877187319566
3,13,13.mrc,15.168338984000002,25287.773386864923
3,14,14.mrc,15.644855458001985,24022.056255304255
3,15,15.mrc,14.869886411001062,25355.553849068936
3,16,16.mrc,14.301691602999199,25122.78685286641
3,17,17.mrc,14.656330801000877,24209.40685763117
3,18,18.mrc,14.52274089599814,24198.714838632382
3,19,19.mrc,15.14446966900141,26192.71697147377
3,20,20.mrc,15.358069603997137,24590.360153117217
3,21,21.mrc,13.667079918002855,24960.672815492842
3,22,22.mrc,14.996464498002751,24735.544818231836
3,23,23.mrc,13.381900385000336,26431.93131510215
3,24,24.mrc,13.561927627000841,24792.455658422783
3,25,25.mrc,14.395967160002328,24766.141411502846
3,26,26.mrc,14.297513867000816,23249.308435886167
3,27,27.mrc,14.636994338001386,24274.687217148487
3,28,28.mrc,14.802053334999073,23909.220461397897
3,29,29.mrc,14.035145657999237,23924.277503764257
3,30,30.mrc,13.485662461000175,25231.988190019503
3,31,31.mrc,15.05133272200328,23427.224769500084
3,32,32.mrc,13.93455787700077,25147.407348092645
3,33,33.mrc,14.678505686999415,23689.760739235207
3,34,34.mrc,14.940773167003499,25400.52464531781
3,35,35.mrc,14.465522983999108,24950.192398263607
3,36,36.mrc,14.25658687699979,24191.35602581408
3,37,37.mrc,13.822721022999758,25270.089386013802
3,38,38.mrc,14.61877450999964,24959.276053651236
3,39,39.mrc,13.755375011998694,24901.011628018692
