round,subtomogram_id,file_name,runtime_s,ugw_dist
2,0,0.mrc,13.039323007000348,21227.619008030277
2,1,1.mrc,13.46980762000021,22104.37542013009
2,2,2.mrc,14.080770956999913,20308.549450270133
2,3,3.mrc,14.213478368001233,21580.5282638527
2,4,4.mrc,13.713750320002873,20633.632278485922
2,5,5.mrc,13.796340119999513,20847.003127457574
2,6,6.mrc,14.339105189999827,20915.02346385084
2,7,7.mrc,14.577440872999432,20940.95445124479
2,8,8.mrc,13.595081169001787,22359.37957779877
2,9,9.mrc,12.904877954999392,22428.16320280265
2,10,10.mrc,13.879858620999585,21834.9551447141
2,11,11.mrc,14.16245869499835,21171.073207417503
2,12,12.mrc,14.777643328998238,20683.472762665944
2,13,13.mrc,13.842459287003294,21726.350709324237
2,14,14.mrc,14.915460815998813,20796.343141669873
2,15,15.mrc,14.113967779998347,20637.95653386484
2,16,16.mrc,14.249783241000841,21596.224094180157
2,17,17.mrc,13.857027791000291,22240.009686178062
2,18,18.mrc,13.380526316999749,21295.777445959626
2,19,19.mrc,12.86599079500229,21710.84792578779
2,20,20.mrc,12.924812005003332,21638.546463082777
2,21,21.mrc,12.568871493000188,22184.29664589092
2,22,22.mrc,14.302048582998395,21103.89001679793
2,23,23.mrc,12.487623947999964,22643.023913973942
2,24,24.mrc,14.328566995998699,20347.163254445884
2,25,25.mrc,14.16517513800136,20462.418945201905
2,26,26.mrc,14.139445023000007,21184.334067548625
2,27,27.mrc,13.475560472001234,21874.630916365888
2,28,28.mrc,14.10437793500023,21313.88340306282
2,29,29.mrc,14.241303219998372,20714.634183262475
2,30,30.mrc,13.577348468999844,22441.384345224127
2,31,31.mrc,14.506966864999413,21155.65114843333
2,32,32.mrc,14.213289829000132,21358.981045471504
2,33,33.mrc,14.48221106800338,20441.732012911234
2,34,34.mrc,14.003372936000233,21338.787082205992
2,35,35.mrc,13.532250347998342,22245.83117267769
2,36,36.mrc,14.085679764997622,20714.019536094973
2,37,37.mrc,13.152186442999664,22246.589200587943
2,38,38.mrc,13.706648619998305,22119.71439367393
2,39,39.mrc,13.38889391700286,21614.751251395093
