round,subtomogram_id,file_name,runtime_s,ugw_dist
4,0,0.mrc,14.482757416000823,27635.144951540977
4,1,1.mrc,14.616407831999823,26754.91148964921
4,2,2.mrc,15.546066212998994,25540.75016473094
4,3,3.mrc,15.402897624997422,26733.428398901597
4,4,4.mrc,15.21443322399864,26872.9253145596
4,5,5.mrc,14.723830713999632,25596.294024125673
4,6,6.mrc,15.991239260998555,25590.980505972635
4,7,7.mrc,15.680297353999777,25288.603490369394
4,8,8.mrc,15.4468772370019,27224.22562762443
4,9,9.mrc,14.208511062999605,27104.923702392727
4,10,10.mrc,15.290097375000187,24467.234273142647
4,11,11.mrc,14.735860764998506,26041.46631174814
4,12,12.mrc,15.20957200599878,26117.96635079477
4,13,13.mrc,15.489040339001804,26301.00512199849
4,14,14.mrc,15.181018109000433,26042.00701240683
4,15,15.mrc,14.957029233999492,24777.06365874922
4,16,16.mrc,14.888048387001618,25024.335315942764
4,17,17.mrc,15.399052713000856,26336.404640053865
4,18,18.mrc,14.286241966001398,28297.809044881724
4,19,19.mrc,15.299052110000048,27172.88915638812
4,20,20.mrc,15.547440929000004,24853.620378550608
4,21,21.mrc,14.98389942599897,27309.76564663835
4,22,22.mrc,14.908390756998415,25346.415200422052
4,23,23.mrc,13.982901038998534,27814.044299873058
4,24,24.mrc,14.596760922999238,26260.558508215938
4,25,25.mrc,15.085398867999174,26480.6088800882
4,26,26.mrc,14.26856901300198,26149.506206003018
4,27,27.mrc,14.80505686700053,26317.67074635299
4,28,28.mrc,15.09098559999984,25165.217883058824
4,29,29.mrc,15.421085510999546,25480.026037419215
4,30,30.mrc,15.398279789998924,27073.872133847326
4,31,31.mrc,15.642840620999777,26045.3537949468
4,32,32.mrc,15.658015655000781,24535.562547043897
4,33,33.mrc,14.668658176000463,26073.958019530866
4,34,34.mrc,15.394290153999464,25775.218885092065
4,35,35.mrc,15.736582755002019,26453.12998151034
4,36,36.mrc,16.51670372800072,25901.72913463274
4,37,37.mrc,15.600591392998467,27629.531366544776
4,38,38.mrc,15.03987825600052,27390.55222131964
4,39,39.mrc,15.190390146002756,27201.653784012422
