round,n_subtomograms,mean_runtime_s,mean_ugw_dist,reference_l2_change,reference_mean_abs_change,reference_max_abs_change,reference_path,round_runtime_s
1,200,6.363503814285086,5900.492326038076,96.14277648925781,0.08168363571166992,1.2097761631011963,iterative_alignment_outputs_cluster0/reference_round_01.mrc,1274.2632562139988
2,200,11.63097488984502,10492.927123454176,81.45582580566406,0.06856805831193924,0.8617570996284485,iterative_alignment_outputs_cluster0/reference_round_02.mrc,2327.822548152999
