round,subtomogram_id,file_name,runtime_s,r00,r01,r02,r10,r11,r12,r20,r21,r22
5,20,20.mrc,28.993700029008323,-0.4890022575855255,0.23122179508209229,0.8410786390304565,0.1270463466644287,0.9728246331214905,-0.19357559084892273,-0.8629809021949768,0.012197076342999935,-0.505089282989502
5,21,21.mrc,29.15586378100852,-0.06606622785329819,-0.9029034972190857,-0.4247358441352844,0.6283701062202454,0.2930102050304413,-0.7206220030784607,0.7751040458679199,-0.3145000636577606,0.5479994416236877
5,22,22.mrc,28.87952628399944,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,23,23.mrc,28.70721016699099,0.9325371980667114,0.11592667549848557,-0.3419581949710846,-0.26051807403564453,-0.43972766399383545,-0.8595172762870789,-0.2500094473361969,0.890618085861206,-0.37986138463020325
5,24,24.mrc,29.175318023000727,-0.8542038202285767,-0.4912474453449249,-0.17032843828201294,-0.5171774625778198,0.7690677046775818,0.37558263540267944,-0.0535099133849144,0.40891414880752563,-0.9110026955604553
5,25,25.mrc,29.074149299995042,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,26,26.mrc,28.92114566100645,-0.02142397128045559,-0.9750984311103821,0.22073528170585632,0.42107775807380676,-0.20904892683029175,-0.882605254650116,0.9067714810371399,0.07403780519962311,0.41507092118263245
5,27,27.mrc,29.003003833000548,0.17428338527679443,-0.9692203998565674,0.17388835549354553,0.483709454536438,0.2380836009979248,0.8422240614891052,-0.8577007055282593,-0.06267421692609787,0.5103150606155396
5,28,28.mrc,28.77264156799356,-0.7975138425827026,0.10267633944749832,0.5944991111755371,0.102756068110466,-0.9478946328163147,0.30155763030052185,0.594485342502594,0.30158478021621704,0.7454084753990173
5,29,29.mrc,28.765781426001922,-0.8949460983276367,0.004216267727315426,0.44615432620048523,0.3510429263114929,-0.6105464696884155,0.7099308967590332,0.27539122104644775,0.7919691801071167,0.544926106929779
5,30,30.mrc,29.03221359400777,0.591880738735199,0.8050887584686279,-0.038849860429763794,-0.6689427495002747,0.5175361633300781,0.533546507358551,0.44965851306915283,-0.28980758786201477,0.8448779582977295
5,31,31.mrc,29.183053651009686,-0.03797456994652748,-0.22287105023860931,0.9741080403327942,0.7867701053619385,0.5943237543106079,0.1666496992111206,-0.6160768866539001,0.7727274894714355,0.15277908742427826
5,32,32.mrc,29.01569682599802,-0.9904243350028992,0.13393539190292358,-0.033480480313301086,-0.12611788511276245,-0.7791150808334351,0.6140635013580322,0.05615969002246857,0.6124058961868286,0.7885462045669556
5,33,33.mrc,28.61710220600071,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5,34,34.mrc,28.663693042995874,0.7052152752876282,0.4141387939453125,-0.5754655003547668,0.6789194941520691,-0.6283479928970337,0.3797987699508667,-0.20430317521095276,-0.658534586429596,-0.7242875099182129
5,35,35.mrc,28.827149050994194,0.9818838834762573,-0.0866679847240448,0.16850124299526215,0.17130723595619202,0.7860738039016724,-0.5939207077026367,-0.08098050206899643,0.6120266914367676,0.7866800427436829
5,36,36.mrc,28.890129821011215,0.8616617918014526,-0.22002822160720825,-0.45730358362197876,0.25994378328323364,-0.582570493221283,0.7700914144515991,-0.4358534514904022,-0.7824316024780273,-0.4447837769985199
5,37,37.mrc,28.6114620139997,0.2078324258327484,0.5284616351127625,-0.8231245279312134,0.8569144010543823,-0.5041631460189819,-0.10731826722621918,-0.4717026650905609,-0.6830430626869202,-0.5576278567314148
5,38,38.mrc,28.73812867999368,-0.7507377862930298,0.23209990561008453,-0.6184839606285095,-0.6513981223106384,-0.10436853766441345,0.7515235543251038,0.1098782867193222,0.9670764207839966,0.22954285144805908
5,39,39.mrc,28.75379822899413,-0.6966317892074585,-0.4234897494316101,-0.5791032314300537,-0.6689237356185913,0.6751735806465149,0.31093674898147583,0.25931668281555176,0.6039843559265137,-0.753629744052887
